"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2021,"Granite Ridge Energy",55170,"0001, 0002","NH"," ","01/01/2021 - 12/31/2023","10,947.04","11,188","1,367,127.759","23,004,485",0.000,0.000,"Complete"
2022,"Granite Ridge Energy",55170,"0001, 0002","NH"," ","01/01/2021 - 12/31/2023","11,648.74","11,815","1,461,137.472","24,586,412",0.000,0.000,"Complete"
2023,"Granite Ridge Energy",55170,"0001, 0002","NH"," ","01/01/2021 - 12/31/2023","11,342.42","11,577","1,431,081.448","24,080,662",0.000,0.000,"Complete"
2024,"Granite Ridge Energy",55170,"0001, 0002","NH"," ","01/01/2024 - 12/31/2026","9,951.70","10,049","1,325,201.049","22,299,014",0.000,0.000,"Complete"
2022,"Ontelaunee Energy Center",55193,"CT1, CT2","PA"," ","01/01/2021 - 12/31/2023","8,429.10","8,482","929,532.020","15,641,207",0.000,0.000,"Complete"
2023,"Ontelaunee Energy Center",55193,"CT1, CT2","PA"," ","01/01/2021 - 12/31/2023","15,559.52","15,583","1,736,709.345","29,223,394",0.000,0.000,"Complete"
2022,"Springdale Generating Station (55196)",55196,"1, 2","PA"," ","01/01/2021 - 12/31/2023","2,169.11","2,430","54,768.670","921,585",0.000,0.000,"Complete"
2023,"Springdale Generating Station (55196)",55196,"1, 2","PA"," ","01/01/2021 - 12/31/2023","3,025.17","3,353","78,727.869","1,324,763",0.000,0.000,"Complete"
2009,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2009 - 12/31/2011","9,067.49","9,186","800,242.038","13,465,630",0.000,0.000,"Complete"
2010,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2009 - 12/31/2011","8,782.21","8,859","760,568.834","12,797,958",0.000,0.000,"Complete"
2011,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2009 - 12/31/2011","5,296.53","5,327","477,845.918","8,040,722",0.000,0.000,"Complete"
2012,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2012 - 12/31/2014","8,367.09","8,455","797,217.537","13,414,743",0.000,0.000,"Complete"
2013,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2012 - 12/31/2014","9,481.64","9,577","887,712.115","14,937,478",0.000,0.000,"Complete"
2014,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2012 - 12/31/2014","10,486.66","10,564","999,554.779","16,819,422",0.000,0.000,"Complete"
2015,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2015 - 12/31/2017","11,646.88","11,715","1,128,428.785","18,987,895",0.000,0.000,"Complete"
2016,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2015 - 12/31/2017","10,485.30","10,555","913,564.926","15,372,583",0.000,0.000,"Complete"
2017,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2015 - 12/31/2017","9,787.13","10,148","825,549.875","13,891,467",0.000,0.000,"Complete"
2018,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2018 - 12/31/2020","11,929.63","12,367","997,261.534","16,780,870",0.000,0.000,"Complete"
2019,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2018 - 12/31/2020","9,676.79","10,268","759,195.503","12,774,798",0.000,0.000,"Complete"
2020,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2018 - 12/31/2020","8,086.57","8,258","649,280.370","10,925,397",0.000,0.000,"Complete"
2021,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2021 - 12/31/2023","12,900.53","13,022","1,045,135.480","17,586,481",0.000,0.000,"Complete"
2022,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2021 - 12/31/2023","12,774.84","13,038","1,040,514.228","17,508,660",0.000,0.000,"Complete"
2023,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2021 - 12/31/2023","15,957.94","16,011","1,340,474.826","22,556,046",0.000,0.000,"Complete"
2024,"Bellingham Power Generation LLC",55211,"1, 2","MA"," ","01/01/2024 - 12/31/2026","13,136.11","13,423","1,125,708.262","18,942,172",0.000,0.000,"Complete"
2009,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2009 - 12/31/2011","7,387.93","7,514","654,829.666","11,018,682",0.000,0.000,"Complete"
2010,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2009 - 12/31/2011","8,663.52","8,755","770,641.711","12,967,562",0.000,0.000,"Complete"
2011,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2009 - 12/31/2011","10,121.03","10,181","898,572.912","15,120,373",0.000,0.000,"Complete"
2012,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2012 - 12/31/2014","10,177.76","10,225","884,206.075","14,878,425",0.000,0.000,"Complete"
2013,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2012 - 12/31/2014","9,337.21","9,394","814,875.682","13,711,820",0.000,0.000,"Complete"
2014,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2012 - 12/31/2014","10,464.06","10,542","922,320.143","15,519,803",0.000,0.000,"Complete"
2015,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2015 - 12/31/2017","10,139.11","10,231","899,065.074","15,128,464",0.000,0.000,"Complete"
2016,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2015 - 12/31/2017","7,413.05","7,450","658,869.208","11,086,891",0.000,0.000,"Complete"
2017,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2015 - 12/31/2017","9,807.75","10,311","865,706.596","14,567,277",0.000,0.000,"Complete"
2018,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2018 - 12/31/2020","10,687.49","11,204","921,109.804","15,499,413",0.000,0.000,"Complete"
2019,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2018 - 12/31/2020","8,956.28","9,605","740,632.027","12,462,586",0.000,0.000,"Complete"
2020,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2018 - 12/31/2020","7,593.86","7,761","625,063.477","10,517,931",0.000,0.000,"Complete"
2021,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2021 - 12/31/2023","12,588.55","12,716","1,020,941.533","17,179,319",0.000,0.000,"Complete"
2022,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2021 - 12/31/2023","14,066.92","14,284","1,152,764.396","19,397,318",0.000,0.000,"Complete"
2023,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2021 - 12/31/2023","14,559.92","14,635","1,189,773.316","20,020,413",0.000,0.000,"Complete"
2024,"Blackstone Power Generation LLC",55212,"1, 2","MA"," ","01/01/2024 - 12/31/2026","10,625.34","10,828","882,373.205","14,847,540",0.000,0.000,"Complete"
2022,"Liberty Electric Power Plant",55231,"0001, 0002","PA"," ","01/01/2021 - 12/31/2023","7,529.54","7,621","793,784.972","13,357,000",0.000,0.000,"Complete"
2023,"Liberty Electric Power Plant",55231,"0001, 0002","PA"," ","01/01/2021 - 12/31/2023","15,624.30","15,657","1,752,379.574","29,487,508",0.000,0.000,"Complete"
2022,"Handsome Lake Energy",55233,"EU-1A, EU-1B, EU-2A, EU-2B, EU-3A, EU-3B, EU-4A, EU-4B, EU-5A, EU-5B","PA"," ","01/01/2021 - 12/31/2023","1,610.23","1,918","17,481.000","296,295",0.000,0.000,"Complete"
2023,"Handsome Lake Energy",55233,"EU-1A, EU-1B, EU-2A, EU-2B, EU-3A, EU-3B, EU-4A, EU-4B, EU-5A, EU-5B","PA"," ","01/01/2021 - 12/31/2023","7,769.95","8,955","77,946.600","1,320,098",0.000,0.000,"Complete"
2009,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2009 - 12/31/2011","16,907.48","17,179","1,631,945.274","27,460,642",0.000,0.000,"Complete"
2010,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2009 - 12/31/2011","19,578.27","19,774","1,909,465.195","32,130,324",0.000,0.000,"Complete"
2011,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2009 - 12/31/2011","21,612.75","21,791","2,159,061.020","36,330,393",0.000,0.000,"Complete"
2020,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2018 - 12/31/2020","11,976.78","12,122","1,190,652.614","20,034,977",0.000,0.000,"Complete"
2021,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2021 - 12/31/2023","10,493.71","10,626","1,036,551.335","17,442,002",0.000,0.000,"Complete"
2022,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2021 - 12/31/2023","13,612.05","13,781","1,344,693.522","22,627,104",0.000,0.000,"Complete"
2023,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2021 - 12/31/2023","13,436.21","13,519","1,352,656.148","22,761,000",0.000,0.000,"Complete"
2024,"Red Oak Power, LLC",55239,"1, 2, 3","NJ",17965,"01/01/2024 - 12/31/2026","14,075.49","14,371","1,382,688.304","23,727,373",0.000,0.000,"Complete"
2009,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2009 - 12/31/2011","2,821.50","2,826","43,867.400","719,484",0.000,0.000,"Complete"
2010,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2009 - 12/31/2011","2,823.50","2,896","43,964.000","719,998",0.000,0.000,"Complete"
2011,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2009 - 12/31/2011","4,007.50","4,038","61,661.800","1,021,916",0.000,0.000,"Complete"
2012,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2012 - 12/31/2014","6,469.50","6,600","97,073.000","1,649,734",0.000,0.000,"Complete"
2013,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2012 - 12/31/2014","3,943.00","4,870","60,847.000","1,005,532",0.000,0.000,"Complete"
2014,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2012 - 12/31/2014","2,948.32","4,558","47,382.200","749,828",0.000,0.000,"Complete"
2015,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2015 - 12/31/2017","2,156.12","3,554","37,458.800","626,728",0.000,0.000,"Complete"
2016,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2015 - 12/31/2017","3,049.95","4,345","43,184.500","721,523",0.000,0.000,"Complete"
2017,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2015 - 12/31/2017","1,851.20","2,962","25,980.000","436,360",0.000,0.000,"Complete"
2018,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2018 - 12/31/2020","2,290.72","3,681","32,563.800","538,439",0.000,0.000,"Complete"
2019,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2018 - 12/31/2020","1,011.28","2,008","15,197.800","255,774",0.000,0.000,"Complete"
2020,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2018 - 12/31/2020","1,104.62","2,246","17,273.000","290,478",0.000,0.000,"Complete"
2021,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2021 - 12/31/2023","2,107.62","3,562","32,721.600","546,992",0.000,0.000,"Complete"
2022,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2021 - 12/31/2023","2,582.37","4,126","43,646.200","696,754",0.000,0.000,"Complete"
2023,"Astoria Gas Turbine Power",55243,"CT2-1A, CT2-1B, CT2-2A, CT2-2B, CT2-3A, CT2-3B, CT2-4A, CT2-4B, CT3-1A, CT3-1B, CT3-2A, CT3-2B, CT3-3A, CT3-3B, CT3-4A, CT3-4B, CT4-1A, CT4-1B, CT4-2A, CT4-2B, CT4-3A, CT4-3B, CT4-4A, CT4-4B","NY",2630100191,"01/01/2021 - 12/31/2023",247.10,492,"4,226.800","70,544",0.000,0.000,"Complete"
2021,"Wolf Hills Energy",55285,"WH01, WH02, WH03, WH04, WH05, WH06, WH07, WH08, WH09, WH10","VA"," ","01/01/2021 - 12/31/2023","3,593.90","5,805","41,174.700","698,296",0.000,0.000,"Complete"
2022,"Wolf Hills Energy",55285,"WH01, WH02, WH03, WH04, WH05, WH06, WH07, WH08, WH09, WH10","VA"," ","01/01/2021 - 12/31/2023","2,138.22","3,897","25,209.600","427,929",0.000,0.000,"Complete"
2023,"Wolf Hills Energy",55285,"WH01, WH02, WH03, WH04, WH05, WH06, WH07, WH08, WH09, WH10","VA"," ","01/01/2021 - 12/31/2023","3,937.54","5,312","50,345.129","847,653",0.000,0.000,"Complete"
2009,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2009 - 12/31/2011","11,550.23","12,089","1,015,132.021","17,081,385",0.000,0.000,"Complete"
2010,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2009 - 12/31/2011","12,377.02","12,855","1,079,444.628","18,163,804",0.000,0.000,"Complete"
2011,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2009 - 12/31/2011","12,327.82","12,704","1,081,176.299","18,192,786",0.000,0.000,"Complete"
2012,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2012 - 12/31/2014","11,803.97","12,188","1,018,916.747","17,145,270",0.000,0.000,"Complete"
2013,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2012 - 12/31/2014","11,805.28","12,420","1,011,081.964","17,013,338",0.000,0.000,"Complete"
2014,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2012 - 12/31/2014","8,894.81","9,395","775,593.170","13,050,865",0.000,0.000,"Complete"
2015,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2015 - 12/31/2017","8,585.04","9,037","778,409.554","13,098,162",0.000,0.000,"Complete"
2016,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2015 - 12/31/2017","9,816.35","10,319","916,992.819","15,430,196",0.000,0.000,"Complete"
2017,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2015 - 12/31/2017","6,516.75","6,888","572,159.791","9,627,706",0.000,0.000,"Complete"
2018,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2018 - 12/31/2020","7,406.07","7,932","616,175.034","10,368,333",0.000,0.000,"Complete"
2019,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2018 - 12/31/2020","4,587.48","4,927","390,822.783","6,576,340",0.000,0.000,"Complete"
2020,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2018 - 12/31/2020","4,715.42","5,084","413,690.835","6,961,176",0.000,0.000,"Complete"
2021,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2021 - 12/31/2023","8,380.61","8,919","771,010.487","12,973,668",0.000,0.000,"Complete"
2022,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2021 - 12/31/2023","10,614.48","11,117","1,012,111.518","17,030,800",0.000,0.000,"Complete"
2023,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2021 - 12/31/2023","10,054.39","10,523","956,831.169","16,100,492",0.000,0.000,"Complete"
2024,"Westbrook Energy Center",55294,"1, 2","ME","A-743","01/01/2024 - 12/31/2026","12,284.70","12,561","1,208,306.458","20,332,127",0.000,0.000,"Complete"
2022,"Fairless Energy Center",55298,"1A, 1B, 2A, 2B","PA"," ","01/01/2021 - 12/31/2023","16,498.04","16,518","1,728,280.508","29,081,646",0.000,0.000,"Complete"
2023,"Fairless Energy Center",55298,"1A, 1B, 2A, 2B","PA"," ","01/01/2021 - 12/31/2023","30,543.55","30,577","3,292,674.387","55,405,418",0.000,0.000,"Complete"
2009,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2009 - 12/31/2011","10,585.61","10,662","1,312,588.540","22,086,797",0.000,0.000,"Complete"
2010,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2009 - 12/31/2011","13,462.55","13,508","1,722,428.368","28,983,101",0.000,0.000,"Complete"
2011,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2009 - 12/31/2011","14,584.89","14,723","2,017,761.530","33,952,697",0.000,0.000,"Complete"
2012,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2012 - 12/31/2014","12,644.01","12,778","1,732,543.972","29,153,310",0.000,0.000,"Complete"
2013,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2012 - 12/31/2014","12,157.11","12,333","1,640,249.546","27,600,301",0.000,0.000,"Complete"
2014,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2012 - 12/31/2014","12,682.98","12,837","1,704,822.341","28,671,997",0.000,0.000,"Complete"
2015,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2015 - 12/31/2017","11,794.23","12,060","1,643,439.015","27,431,388",0.000,0.000,"Complete"
2016,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2015 - 12/31/2017","12,241.87","12,451","1,658,523.241","27,901,359",0.000,0.000,"Complete"
2017,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2015 - 12/31/2017","14,090.76","14,212","1,896,846.022","31,864,865",0.000,0.000,"Complete"
2018,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2018 - 12/31/2020","10,655.47","10,835","1,446,537.548","24,219,479",0.000,0.000,"Complete"
2019,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2018 - 12/31/2020","13,546.98","13,668","1,942,887.567","32,680,784",0.000,0.000,"Complete"
2020,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2018 - 12/31/2020","10,184.25","10,325","1,475,845.104","24,815,892",0.000,0.000,"Complete"
2021,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2021 - 12/31/2023","10,722.55","10,937","1,561,766.384","26,255,124",0.000,0.000,"Complete"
2022,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2021 - 12/31/2023","10,564.89","10,808","1,552,342.702","25,374,441",0.000,0.000,"Complete"
2023,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2021 - 12/31/2023","6,867.76","6,985","974,411.717","16,382,537",0.000,0.000,"Complete"
2024,"Fore River Energy Center",55317,"11, 12","MA","021-00227","01/01/2024 - 12/31/2026","9,761.84","9,838","1,437,912.186","24,070,001",0.000,0.000,"Complete"
2022,"Helix Ironwood LLC",55337,"0001, 0002","PA"," ","01/01/2021 - 12/31/2023","7,735.82","7,749","1,117,650.132","18,806,642",0.000,0.000,"Complete"
2023,"Helix Ironwood LLC",55337,"0001, 0002","PA"," ","01/01/2021 - 12/31/2023","12,624.02","12,633","1,846,617.409","31,072,829",0.000,0.000,"Complete"
2022,"Armstrong Power, LLC",55347,"1, 2, 3, 4","PA"," ","01/01/2021 - 12/31/2023","4,936.39","5,377","461,979.891","7,719,676",0.000,0.000,"Complete"
2023,"Armstrong Power, LLC",55347,"1, 2, 3, 4","PA"," ","01/01/2021 - 12/31/2023","7,464.55","8,093","690,701.764","11,612,445",0.000,0.000,"Complete"
2009,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2009 - 12/31/2011","14,262.10","14,545","1,397,289.550","23,423,795",0.000,0.000,"Complete"
2010,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2009 - 12/31/2011","14,673.50","14,923","1,406,017.932","23,559,419",0.000,0.000,"Complete"
2011,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2009 - 12/31/2011","21,500.68","21,899","2,078,577.911","34,894,080",0.000,0.000,"Complete"
2012,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2012 - 12/31/2014","28,756.03","29,088","2,837,662.924","47,746,207",0.000,0.000,"Complete"
2013,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2012 - 12/31/2014","25,372.21","25,775","2,491,125.641","41,834,222",0.000,0.000,"Complete"
2014,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2012 - 12/31/2014","28,416.13","28,674","2,830,042.742","47,111,163",0.000,0.000,"Complete"
2015,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2015 - 12/31/2017","29,448.86","30,100","2,910,696.932","48,326,971",0.000,0.000,"Complete"
2016,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2015 - 12/31/2017","28,290.23","28,851","2,710,235.698","45,482,918",0.000,0.000,"Complete"
2017,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2015 - 12/31/2017","26,760.89","27,371","2,545,020.317","42,665,413",0.000,0.000,"Complete"
2018,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2018 - 12/31/2020","28,295.73","28,701","2,845,359.350","47,368,753",0.000,0.000,"Complete"
2019,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2018 - 12/31/2020","28,127.04","28,576","2,700,377.019","45,181,772",0.000,0.000,"Complete"
2020,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2018 - 12/31/2020","25,066.67","25,369","2,423,429.708","40,776,167",0.000,0.000,"Complete"
2021,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2021 - 12/31/2023","25,619.65","25,807","2,572,648.672","43,254,824",0.000,0.000,"Complete"
2022,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2021 - 12/31/2023","29,903.25","30,214","3,207,104.264","52,960,488",0.000,0.000,"Complete"
2023,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2021 - 12/31/2023","31,703.26","31,821","3,453,477.303","58,046,519",0.000,0.000,"Complete"
2024,"Astoria Energy",55375,"CT1, CT2, CT3, CT4","NY",2630100072,"01/01/2024 - 12/31/2026","31,675.76","31,806","3,544,388.667","59,578,736",0.000,0.000,"Complete"
2022,"Gans Generating Facility",55377,"8, 9","PA"," ","01/01/2021 - 12/31/2023","1,954.94","2,235","52,391.155","881,605",0.000,0.000,"Complete"
2023,"Gans Generating Facility",55377,"8, 9","PA"," ","01/01/2021 - 12/31/2023","2,951.19","3,296","78,207.905","1,315,978",0.000,0.000,"Complete"
2021,"Commonwealth Chesapeake",55381,"CT-001, CT-002, CT-003, CT-004, CT-005, CT-006, CT-007","VA"," ","01/01/2021 - 12/31/2023","1,064.47","1,830","31,389.457","386,839",0.000,0.000,"Complete"
2022,"Commonwealth Chesapeake",55381,"CT-001, CT-002, CT-003, CT-004, CT-005, CT-006, CT-007","VA"," ","01/01/2021 - 12/31/2023","1,495.25","2,266","46,877.691","577,712",0.000,0.000,"Complete"
